	abundance	phyla	date	treatment
449	28.13425469	Ascomycota	Jun.7	75
450	23.68031574	Ascomycota	Jun.7	0
451	26.04834731	Ascomycota	Jun.7	50
452	35.29121422	Ascomycota	Jun.7	25
453	18.88560158	Ascomycota	Jun.7	25
454	24.79338843	Ascomycota	Jun.7	50
455	47.36063148	Ascomycota	Jun.7	0
456	20.18849206	Ascomycota	Jun.7	75
457	28.88888889	Ascomycota	Jun.7	25
458	40.48323471	Ascomycota	Jun.7	50
459	21.98616601	Ascomycota	Jun.7	0
460	20.92793682	Ascomycota	Jun.7	75
461	32.88888889	Ascomycota	Jun.7	0
462	26.64685488	Ascomycota	Jun.7	50
463	17.65578635	Ascomycota	Jun.7	75
464	13.20847708	Ascomycota	Jun.7	25
465	30.91358025	Ascomycota	Jun.7	0
466	29.94071146	Ascomycota	Jun.7	75
467	33.36628769	Ascomycota	Jun.7	0
468	27.45679012	Ascomycota	Jun.7	50
469	35.76714356	Ascomycota	Jun.7	25
470	23.20987654	Ascomycota	Jun.7	25
471	20.42427232	Ascomycota	Jun.7	50
472	14.50419339	Ascomycota	Jun.7	75
473	44.79526394	Ascomycota	Jun.7	50
474	35.40433925	Ascomycota	Jun.7	75
475	25.9733859	Ascomycota	Jun.7	25
476	18.71921182	Ascomycota	Jun.7	0
477	27.24580454	Ascomycota	Jun.7	50
478	31.97044335	Ascomycota	Jun.7	0
479	30.68574248	Ascomycota	Jun.7	75
480	21.78413011	Ascomycota	Jun.7	25
481	40.27640671	Ascomycota	Jun.21	25
482	74.96303598	Ascomycota	Jun.21	0
483	33.49753695	Ascomycota	Jun.21	75
484	27.81065089	Ascomycota	Jun.21	0
485	47.56037457	Ascomycota	Jun.21	50
486	46.18834081	Ascomycota	Jun.21	75
487	67.19367589	Ascomycota	Jun.21	25
488	48.6939379	Ascomycota	Jun.21	50
489	18.97486447	Ascomycota	Jun.21	0
490	58.3374567	Ascomycota	Jun.21	75
491	9.802955665	Ascomycota	Jun.21	25
492	32.80788177	Ascomycota	Jun.21	50
493	56.53675382	Ascomycota	Jun.21	25
494	27.64908822	Ascomycota	Jun.21	50
495	32.16748768	Ascomycota	Jun.21	75
496	28	Ascomycota	Jun.21	0
497	26.08695652	Ascomycota	Jun.21	75
498	NA	Ascomycota	Jun.21	0
499	23.27075099	Ascomycota	Jun.21	50
500	46.8703795	Ascomycota	Jun.21	25
501	26.0591133	Ascomycota	Jun.21	25
502	31.62308831	Ascomycota	Jun.21	50
503	30.22682446	Ascomycota	Jun.21	0
504	55.25407005	Ascomycota	Jun.21	75
505	40.7790927	Ascomycota	Jun.21	25
506	28.9097188	Ascomycota	Jun.21	50
507	21.47087858	Ascomycota	Jun.21	0
508	26.08695652	Ascomycota	Jun.21	75
509	25.69033531	Ascomycota	Jun.21	0
510	32.06709423	Ascomycota	Jun.21	50
511	56.80473373	Ascomycota	Jun.21	75
512	45.41420118	Ascomycota	Jun.21	25
513	36.56973879	Ascomycota	Jun.21	0
514	50.64356436	Ascomycota	Jun.21	75
515	37.30237154	Ascomycota	Jun.21	0
516	50.46821094	Ascomycota	Jun.21	50
517	30.12820513	Ascomycota	Jun.21	25
518	50.09871668	Ascomycota	Jun.21	25
519	23.51778656	Ascomycota	Jun.21	50
520	21.37896825	Ascomycota	Jun.21	75
521	29.60591133	Ascomycota	Jun.21	50
522	47.11830131	Ascomycota	Jun.21	75
523	29.48148148	Ascomycota	Jun.21	25
524	29.92047714	Ascomycota	Jun.21	0
525	41.59684574	Ascomycota	Jun.21	50
526	39.26108374	Ascomycota	Jun.21	0
527	31.42575234	Ascomycota	Jun.21	75
