	abundance	phyla	date	treatment
470	30.70175439	Actinobacteria	Jun.7	25
471	32.16374269	Actinobacteria	Jun.7	50
472	30.06822612	Actinobacteria	Jun.7	75
473	30.50682261	Actinobacteria	Jun.7	50
474	29.8245614	Actinobacteria	Jun.7	75
475	26.99805068	Actinobacteria	Jun.7	25
476	25.3411306	Actinobacteria	Jun.7	0
477	29.62962963	Actinobacteria	Jun.7	50
478	26.21832359	Actinobacteria	Jun.7	0
479	30.50682261	Actinobacteria	Jun.7	75
480	32.17942467	Actinobacteria	Jun.7	25
481	26.94931774	Actinobacteria	Jun.21	25
482	27.88883471	Actinobacteria	Jun.21	0
483	27.82651072	Actinobacteria	Jun.21	75
484	27.92397661	Actinobacteria	Jun.21	0
485	25.48732943	Actinobacteria	Jun.21	50
486	27.29044834	Actinobacteria	Jun.21	75
487	29.8245614	Actinobacteria	Jun.21	25
488	29.33723197	Actinobacteria	Jun.21	50
489	19.78557505	Actinobacteria	Jun.21	0
490	23.78167641	Actinobacteria	Jun.21	75
491	25.43859649	Actinobacteria	Jun.21	25
492	24.07407407	Actinobacteria	Jun.21	50
493	24.2202729	Actinobacteria	Jun.21	25
494	24.70760234	Actinobacteria	Jun.21	50
495	26.85185185	Actinobacteria	Jun.21	75
496	26.4619883	Actinobacteria	Jun.21	0
497	24.80506823	Actinobacteria	Jun.21	75
498	22.27095517	Actinobacteria	Jun.21	0
499	25.48732943	Actinobacteria	Jun.21	50
500	26.02339181	Actinobacteria	Jun.21	25
501	27.38791423	Actinobacteria	Jun.21	25
502	29.09356725	Actinobacteria	Jun.21	50
503	30.31189084	Actinobacteria	Jun.21	0
504	28.55750487	Actinobacteria	Jun.21	75
505	26.4619883	Actinobacteria	Jun.21	25
506	27.48538012	Actinobacteria	Jun.21	50
507	25.19493177	Actinobacteria	Jun.21	0
508	27.43664717	Actinobacteria	Jun.21	75
509	29.23976608	Actinobacteria	Jun.21	0
510	29.09356725	Actinobacteria	Jun.21	50
511	26.31578947	Actinobacteria	Jun.21	75
512	25.40224281	Actinobacteria	Jun.21	25
513	29.70731707	Actinobacteria	Jun.21	0
514	31.88688445	Actinobacteria	Jun.21	75
515	31.87134503	Actinobacteria	Jun.21	0
516	32.50487329	Actinobacteria	Jun.21	50
517	28.3625731	Actinobacteria	Jun.21	25
518	33.82066277	Actinobacteria	Jun.21	25
519	30.16569201	Actinobacteria	Jun.21	50
520	26.96245734	Actinobacteria	Jun.21	75
521	33.04093567	Actinobacteria	Jun.21	50
522	32.69980507	Actinobacteria	Jun.21	75
523	28.46003899	Actinobacteria	Jun.21	25
524	29.09356725	Actinobacteria	Jun.21	0
525	27.582846	Actinobacteria	Jun.21	50
526	28.7037037	Actinobacteria	Jun.21	0
527	30.11695906	Actinobacteria	Jun.21	75
528	29.33723197	Actinobacteria	Jun.21	25
529	31.28654971	Actinobacteria	Jul.5	25
530	31.53021442	Actinobacteria	Jul.5	0
531	26.70565302	Actinobacteria	Jul.5	75
532	24.46393762	Actinobacteria	Jul.5	0
533	28.73170732	Actinobacteria	Jul.5	50
534	29.77582846	Actinobacteria	Jul.5	75
535	29.19103314	Actinobacteria	Jul.5	25
536	34.60038986	Actinobacteria	Jul.5	50
537	22.61208577	Actinobacteria	Jul.5	0
538	25.73099415	Actinobacteria	Jul.5	75
539	26.75438596	Actinobacteria	Jul.5	25
540	25.2559727	Actinobacteria	Jul.5	50
541	27.09551657	Actinobacteria	Jul.5	25
542	28.26510721	Actinobacteria	Jul.5	50
543	28.32764505	Actinobacteria	Jul.5	75
544	29.67836257	Actinobacteria	Jul.5	0
545	20.85769981	Actinobacteria	Jul.5	75
546	21.88109162	Actinobacteria	Jul.5	0
547	26.26705653	Actinobacteria	Jul.5	50
548	18.66471735	Actinobacteria	Jul.5	25
549	20.32163743	Actinobacteria	Jul.5	25
550	25.53606238	Actinobacteria	Jul.5	50
551	32.94346979	Actinobacteria	Jul.5	0
552	31.09161793	Actinobacteria	Jul.5	75
553	26.31578947	Actinobacteria	Jul.5	25
554	27.29044834	Actinobacteria	Jul.5	50
555	28.26510721	Actinobacteria	Jul.5	0
556	28.16764133	Actinobacteria	Jul.5	75
557	26.99805068	Actinobacteria	Jul.5	0
558	28.41130604	Actinobacteria	Jul.5	50
559	27.10872745	Actinobacteria	Jul.5	75
560	21.53996101	Actinobacteria	Jul.5	25
561	24.56140351	Actinobacteria	Jul.5	0
562	23.73294347	Actinobacteria	Jul.5	75
563	24.26900585	Actinobacteria	Jul.5	0
564	22.27095517	Actinobacteria	Jul.5	50
565	32.8460039	Actinobacteria	Jul.5	25
566	26.31578947	Actinobacteria	Jul.5	25
567	24.51267057	Actinobacteria	Jul.5	50
568	23.58674464	Actinobacteria	Jul.5	75
569	27.582846	Actinobacteria	Jul.5	50
